customerID,Contract,PaymentMethod,tenure,MonthlyCharges,TotalCharges,Churn,actual_churn,predicted_churn,churn_probability,tenure_group,risk_segment
8393-DLHGA,Month-to-month,Electronic check,25,95.9,2448.75,Yes,1,1,0.5392081,25-48 months,Medium Risk
7691-XVTZH,Two year,Bank transfer (automatic),68,89.95,5974.3,No,0,0,0.071315594,49+ months,Low Risk
5360-LJCNJ,Two year,Bank transfer (automatic),71,105.15,7555.0,No,0,0,0.13089846,49+ months,Low Risk
3891-PUQOD,Month-to-month,Electronic check,1,59.2,59.2,Yes,1,1,0.5791788,0-12 months,Medium Risk
0952-KMEEH,Month-to-month,Mailed check,13,98.15,1230.25,Yes,1,1,0.5470152,13-24 months,Medium Risk
4919-IKATY,Month-to-month,Electronic check,5,84.5,453.75,Yes,1,1,0.6088865,0-12 months,Medium Risk
9746-UGFAC,One year,Bank transfer (automatic),22,20.85,450.65,No,0,0,0.037679143,13-24 months,Low Risk
9108-EQPNQ,Two year,Credit card (automatic),10,26.1,225.55,No,0,0,0.019335115,0-12 months,Low Risk
0531-ZZJWQ,Month-to-month,Electronic check,55,74.0,4052.4,No,0,1,0.3840905,49+ months,Medium Risk
8763-KIAFH,One year,Mailed check,27,20.55,583.3,No,0,0,0.035162557,25-48 months,Low Risk
5863-OOKCL,Month-to-month,Mailed check,10,18.85,163.2,No,0,0,0.09012644,0-12 months,Low Risk
2958-NHPPS,Month-to-month,Electronic check,23,20.85,473.9,No,0,0,0.09308918,13-24 months,Low Risk
9530-GRMJG,Two year,Electronic check,70,84.1,5979.7,No,0,0,0.049574845,49+ months,Low Risk
1809-DMJHQ,Month-to-month,Mailed check,5,46.0,221.7,Yes,1,0,0.3037782,0-12 months,Medium Risk
0164-XAIRP,Two year,Bank transfer (automatic),24,19.55,470.2,No,0,0,0.01620272,13-24 months,Low Risk
2926-JEJJC,One year,Bank transfer (automatic),8,20.2,140.95,No,0,0,0.046267003,0-12 months,Low Risk
1169-WCVAK,Month-to-month,Credit card (automatic),19,88.8,1672.35,No,0,0,0.26932994,13-24 months,Low Risk
1217-VASWC,One year,Bank transfer (automatic),43,100.55,4304.0,No,0,0,0.2756387,25-48 months,Low Risk
2452-KDRRH,Month-to-month,Credit card (automatic),67,101.4,6841.05,No,0,1,0.42883816,49+ months,Medium Risk
6402-EJMWF,Month-to-month,Mailed check,4,55.3,238.5,No,0,1,0.41387022,0-12 months,Medium Risk
7663-CUXZB,Two year,Electronic check,59,113.75,6561.25,No,0,0,0.101267494,49+ months,Low Risk
4312-KFRXN,Two year,Mailed check,72,25.4,1710.9,No,0,0,0.011169491,49+ months,Low Risk
3011-WQKSZ,Month-to-month,Electronic check,19,20.0,377.55,No,0,0,0.14379795,13-24 months,Low Risk
9747-DDZOS,Month-to-month,Bank transfer (automatic),1,73.5,73.5,Yes,1,1,0.69756496,0-12 months,Medium Risk
2091-MJTFX,Month-to-month,Credit card (automatic),30,51.2,1561.5,Yes,1,0,0.16054355,25-48 months,Low Risk
0388-EOPEX,Month-to-month,Electronic check,2,74.4,139.4,Yes,1,1,0.5334416,0-12 months,Medium Risk
3161-ONRWK,One year,Bank transfer (automatic),60,65.85,3928.3,No,0,0,0.034989104,49+ months,Low Risk
2587-EKXTS,Month-to-month,Electronic check,44,111.5,4915.15,No,0,1,0.3888235,25-48 months,Medium Risk
9752-ZNQUT,Month-to-month,Electronic check,1,48.6,48.6,No,0,1,0.6197695,0-12 months,Medium Risk
9572-WUKSB,Month-to-month,Electronic check,3,29.9,92.25,No,0,1,0.4405739,0-12 months,Medium Risk
3836-FZSDJ,Two year,Bank transfer (automatic),71,24.85,1901.0,No,0,0,0.013354532,49+ months,Low Risk
8805-JNRAZ,Month-to-month,Mailed check,2,49.2,103.7,No,0,1,0.39672256,0-12 months,Medium Risk
3069-SSVSN,One year,Mailed check,1,25.85,25.85,No,0,0,0.18846892,0-12 months,Low Risk
8015-IHCGW,Two year,Electronic check,72,115.5,8425.15,No,0,0,0.03243012,49+ months,Low Risk
8132-YPVBX,Month-to-month,Mailed check,6,85.95,514.6,No,0,1,0.68323517,0-12 months,Medium Risk
0235-KGSLC,Month-to-month,Credit card (automatic),1,85.55,85.55,Yes,1,1,0.8206085,0-12 months,High Risk
1302-UHBDD,Month-to-month,Electronic check,20,89.95,1648.45,No,0,1,0.48552537,13-24 months,Medium Risk
3722-WPXTK,Month-to-month,Electronic check,1,88.35,88.35,Yes,1,1,0.8317789,0-12 months,High Risk
7531-GQHME,Month-to-month,Credit card (automatic),12,20.05,265.45,No,0,0,0.10176882,0-12 months,Low Risk
1335-NTIUC,Month-to-month,Electronic check,9,24.95,190.25,No,0,1,0.48724112,0-12 months,Medium Risk
9367-TCUYN,Month-to-month,Mailed check,12,20.1,223.6,No,0,0,0.10394604,0-12 months,Low Risk
1536-HBSWP,Month-to-month,Electronic check,1,49.9,49.9,No,0,1,0.48763356,0-12 months,Medium Risk
8573-JGCZW,One year,Bank transfer (automatic),17,19.65,351.55,No,0,0,0.040541686,13-24 months,Low Risk
2694-CIUMO,Month-to-month,Credit card (automatic),12,79.55,958.25,No,0,1,0.4909024,0-12 months,Medium Risk
2027-FECZV,Month-to-month,Electronic check,12,106.7,1253.9,Yes,1,1,0.7280539,0-12 months,High Risk
9103-TCIHJ,Month-to-month,Mailed check,15,55.7,899.8,Yes,1,0,0.22582643,13-24 months,Low Risk
1545-JFUML,Two year,Electronic check,71,99.0,6994.6,No,0,0,0.07555811,49+ months,Low Risk
0524-IAVZO,Month-to-month,Electronic check,30,85.0,2624.25,Yes,1,1,0.52412534,25-48 months,Medium Risk
5519-TEEUH,One year,Mailed check,33,20.15,682.15,No,0,0,0.034370795,25-48 months,Low Risk
6654-QGBZZ,Month-to-month,Mailed check,1,19.9,19.9,No,0,0,0.3058963,0-12 months,Medium Risk
2294-DMMUS,Month-to-month,Credit card (automatic),62,70.45,4300.45,No,0,0,0.16799274,49+ months,Low Risk
0017-IUDMW,Two year,Credit card (automatic),72,116.8,8456.75,No,0,0,0.030471053,49+ months,Low Risk
5018-LXQQG,Month-to-month,Bank transfer (automatic),30,66.3,1923.5,No,0,0,0.1061933,25-48 months,Low Risk
5808-TOTXO,One year,Credit card (automatic),3,20.55,57.4,No,0,0,0.04818999,0-12 months,Low Risk
1174-FGIFN,One year,Electronic check,28,90.45,2509.25,No,0,0,0.18873805,25-48 months,Low Risk
0730-KOAVE,Month-to-month,Credit card (automatic),30,94.3,2679.7,No,0,1,0.3377889,25-48 months,Medium Risk
1218-VKFPE,Month-to-month,Mailed check,12,19.0,233.55,Yes,1,0,0.08409512,0-12 months,Low Risk
5313-FPXWG,One year,Bank transfer (automatic),51,24.6,1266.4,No,0,0,0.03910352,49+ months,Low Risk
2834-JKOOW,One year,Mailed check,15,45.9,693.45,No,0,0,0.052602474,13-24 months,Low Risk
9430-NKQLY,Two year,Credit card (automatic),72,25.1,1790.8,No,0,0,0.010337203,49+ months,Low Risk
0363-QJVFX,Month-to-month,Credit card (automatic),32,108.15,3432.9,Yes,1,1,0.34149718,25-48 months,Medium Risk
1658-TJVOA,Month-to-month,Electronic check,6,74.1,450.9,No,0,1,0.5249028,0-12 months,Medium Risk
6685-GBWJZ,One year,Credit card (automatic),63,70.8,4448.8,No,0,0,0.043548632,49+ months,Low Risk
6328-ZPBGN,Month-to-month,Bank transfer (automatic),11,95.15,997.65,Yes,1,1,0.701213,0-12 months,High Risk
4003-FUSHP,Month-to-month,Credit card (automatic),19,61.55,1093.2,No,0,0,0.18853426,13-24 months,Low Risk
7690-KPNCU,One year,Credit card (automatic),64,73.05,4688.65,No,0,0,0.07219182,49+ months,Low Risk
2969-WGHQO,One year,Electronic check,7,69.45,477.05,No,0,0,0.08192171,0-12 months,Low Risk
1855-CFULU,Month-to-month,Mailed check,4,20.05,91.45,No,0,0,0.15025379,0-12 months,Low Risk
9788-YTFGE,Month-to-month,Mailed check,7,19.95,147.5,No,0,0,0.14189231,0-12 months,Low Risk
8266-VBFQL,Month-to-month,Electronic check,4,90.4,356.65,No,0,1,0.6541431,0-12 months,Medium Risk
2325-NBPZG,Month-to-month,Electronic check,3,74.55,233.65,No,0,1,0.5269602,0-12 months,Medium Risk
9906-NHHVC,Two year,Bank transfer (automatic),65,53.5,3517.9,No,0,0,0.06284741,49+ months,Low Risk
2541-YGPKE,One year,Credit card (automatic),42,63.7,2763.35,No,0,0,0.061826285,25-48 months,Low Risk
5049-MUBWG,One year,Bank transfer (automatic),26,75.0,1908.35,No,0,0,0.069018595,25-48 months,Low Risk
2332-TODQS,One year,Credit card (automatic),48,25.05,1171.5,No,0,0,0.03753584,25-48 months,Low Risk
4419-UJMUS,Two year,Electronic check,69,99.35,6856.45,No,0,0,0.12910838,49+ months,Low Risk
2233-TXSIU,One year,Credit card (automatic),17,44.45,792.15,No,0,0,0.06750104,13-24 months,Low Risk
6770-XUAGN,Month-to-month,Electronic check,1,21.0,21.0,Yes,1,1,0.3745328,0-12 months,Medium Risk
2919-HBCJO,Month-to-month,Bank transfer (automatic),4,76.65,333.6,Yes,1,1,0.599958,0-12 months,Medium Risk
9508-ILZDG,Month-to-month,Electronic check,34,96.35,3190.25,No,0,1,0.39727193,25-48 months,Medium Risk
5442-BHQNG,Month-to-month,Electronic check,2,70.35,139.25,No,0,1,0.58637345,0-12 months,Medium Risk
7250-EQKIY,Month-to-month,Mailed check,1,50.45,50.45,Yes,1,1,0.52831227,0-12 months,Medium Risk
6838-HVLXG,Month-to-month,Mailed check,12,20.3,246.7,No,0,0,0.10394604,0-12 months,Low Risk
9767-FFLEM,Month-to-month,Credit card (automatic),38,69.5,2625.25,No,0,0,0.29934868,25-48 months,Low Risk
2245-ADZFJ,Two year,Bank transfer (automatic),31,80.55,2471.6,No,0,0,0.035267383,25-48 months,Low Risk
1150-WFARN,Two year,Credit card (automatic),67,108.75,7156.2,Yes,1,0,0.109169364,49+ months,Low Risk
9054-FOWNV,Month-to-month,Electronic check,22,88.75,1885.15,No,0,1,0.5816194,13-24 months,Medium Risk
7997-EASSD,One year,Credit card (automatic),63,81.2,4965.1,No,0,0,0.07344076,49+ months,Low Risk
7560-QJAVJ,Two year,Bank transfer (automatic),70,79.6,5589.45,No,0,0,0.02833393,49+ months,Low Risk
2668-TZSPS,Month-to-month,Mailed check,1,20.45,20.45,No,0,0,0.29403707,0-12 months,Low Risk
9139-WQQDY,One year,Mailed check,49,100.45,4941.8,Yes,1,0,0.20687248,49+ months,Low Risk
6726-NNFWD,Two year,Credit card (automatic),71,89.45,6435.25,No,0,0,0.057357803,49+ months,Low Risk
9330-DHBFL,One year,Mailed check,23,66.25,1533.8,No,0,0,0.048834383,13-24 months,Low Risk
5727-MYATE,Two year,Credit card (automatic),72,90.8,6397.6,No,0,0,0.011782456,49+ months,Low Risk
2824-DXNKN,Two year,Bank transfer (automatic),72,71.45,5025.85,No,0,0,0.02368005,49+ months,Low Risk
6166-ILMNY,Month-to-month,Bank transfer (automatic),2,69.75,144.55,Yes,1,1,0.53400636,0-12 months,Medium Risk
5236-XMZJY,Month-to-month,Bank transfer (automatic),42,59.65,2536.55,No,0,0,0.11277916,25-48 months,Low Risk
1709-EJDOX,Two year,Mailed check,47,19.75,948.9,No,0,0,0.015566123,25-48 months,Low Risk
4962-CHQPW,One year,Mailed check,29,19.85,535.05,No,0,0,0.03325554,25-48 months,Low Risk
0301-FIDRB,Two year,Bank transfer (automatic),72,63.8,4684.3,No,0,0,0.011848369,49+ months,Low Risk
1820-TQVEV,Month-to-month,Electronic check,1,69.55,69.55,Yes,1,1,0.8049369,0-12 months,High Risk
9115-YQHGA,Month-to-month,Electronic check,40,51.1,2092.9,No,0,0,0.17532282,25-48 months,Low Risk
1541-ETJZO,Month-to-month,Mailed check,1,62.05,62.05,Yes,1,1,0.3485223,0-12 months,Medium Risk
6230-BSUXY,Month-to-month,Electronic check,1,85.0,85.0,Yes,1,1,0.82938474,0-12 months,High Risk
6797-LNAQX,Two year,Bank transfer (automatic),70,98.3,6859.5,Yes,1,0,0.08412197,49+ months,Low Risk
9588-YRFHY,Two year,Credit card (automatic),49,19.9,1022.6,No,0,0,0.01624031,49+ months,Low Risk
1092-GANHU,Month-to-month,Electronic check,17,76.65,1313.55,Yes,1,1,0.45743382,13-24 months,Medium Risk
5951-AOFIH,Month-to-month,Credit card (automatic),33,66.4,2245.4,No,0,0,0.18107167,25-48 months,Low Risk
7029-RPUAV,Month-to-month,Credit card (automatic),17,100.45,1622.45,Yes,1,1,0.59921545,13-24 months,Medium Risk
4700-UBQMV,One year,Bank transfer (automatic),21,75.9,1549.75,No,0,0,0.101176485,13-24 months,Low Risk
3594-UVONA,One year,Credit card (automatic),35,85.95,3110.1,Yes,1,0,0.08076766,25-48 months,Low Risk
7750-EYXWZ,One year,Electronic check,12,60.65,743.3,No,0,0,0.16139606,0-12 months,Low Risk
7054-ENNGU,Month-to-month,Mailed check,9,50.85,466.6,No,0,0,0.20120932,0-12 months,Low Risk
0402-OAMEN,Two year,Bank transfer (automatic),72,24.45,1709.1,No,0,0,0.009885151,49+ months,Low Risk
2195-VVRJF,Month-to-month,Credit card (automatic),18,59.1,1011.05,No,0,0,0.20411953,13-24 months,Low Risk
8819-ZBYNA,Two year,Credit card (automatic),58,109.1,6393.65,No,0,0,0.103232704,49+ months,Low Risk
7748-UMTRK,Month-to-month,Electronic check,30,101.3,2974.5,No,0,1,0.5125594,25-48 months,Medium Risk
1741-WTPON,Two year,Mailed check,56,115.85,6567.9,No,0,0,0.09246672,49+ months,Low Risk
7209-JCUDS,Month-to-month,Electronic check,10,94.9,1048.85,Yes,1,1,0.74165046,0-12 months,High Risk
2485-ITVKB,Month-to-month,Electronic check,2,35.1,68.75,Yes,1,1,0.69038254,0-12 months,Medium Risk
9648-BCHKM,Two year,Credit card (automatic),18,24.65,471.35,No,0,0,0.018524315,13-24 months,Low Risk
0743-HRVFF,One year,Electronic check,51,56.15,2898.95,No,0,0,0.14916746,49+ months,Low Risk
2522-AHJXR,Month-to-month,Bank transfer (automatic),60,109.45,6572.85,No,0,0,0.31230083,49+ months,Medium Risk
9143-CANJF,Month-to-month,Electronic check,24,55.15,1319.85,No,0,0,0.13854414,13-24 months,Low Risk
1444-VVSGW,One year,Credit card (automatic),70,115.65,7968.85,Yes,1,0,0.17347346,49+ months,Low Risk
6898-MDLZW,Month-to-month,Mailed check,12,53.75,648.65,No,0,0,0.17863376,0-12 months,Low Risk
0074-HDKDG,One year,Bank transfer (automatic),25,61.6,1611.0,No,0,0,0.056553476,25-48 months,Low Risk
3982-JGSFD,One year,Credit card (automatic),36,20.35,695.85,No,0,0,0.035748515,25-48 months,Low Risk
7928-VJYAB,Month-to-month,Electronic check,11,90.6,1020.2,No,0,1,0.5624162,0-12 months,Medium Risk
1522-VVDMG,Month-to-month,Electronic check,7,89.75,608.8,Yes,1,1,0.5688282,0-12 months,Medium Risk
2665-NPTGL,Month-to-month,Bank transfer (automatic),26,98.1,2510.7,No,0,1,0.54937625,25-48 months,Medium Risk
8728-SKJLR,Month-to-month,Electronic check,41,74.25,3089.1,No,0,0,0.29273966,25-48 months,Low Risk
7733-UDMTP,Month-to-month,Electronic check,57,55.0,3094.05,No,0,1,0.32595107,49+ months,Medium Risk
0431-APWVY,One year,Bank transfer (automatic),28,90.1,2598.95,Yes,1,0,0.16622612,25-48 months,Low Risk
5081-NWSUP,One year,Mailed check,10,64.9,685.55,No,0,0,0.11253518,0-12 months,Low Risk
2746-DIJLO,One year,Credit card (automatic),41,56.3,2364.0,No,0,0,0.09335987,25-48 months,Low Risk
7277-OZCGZ,Month-to-month,Electronic check,22,89.05,1886.25,No,0,1,0.3579026,13-24 months,Medium Risk
5236-PERKL,Two year,Bank transfer (automatic),57,112.95,6465.0,Yes,1,0,0.11986605,49+ months,Low Risk
2788-CJQAQ,One year,Mailed check,13,19.45,270.2,No,0,0,0.041116994,13-24 months,Low Risk
3096-WPXBT,One year,Credit card (automatic),61,100.7,6018.65,No,0,0,0.14019218,49+ months,Low Risk
9962-BFPDU,Month-to-month,Mailed check,1,20.05,20.05,No,0,0,0.31041571,0-12 months,Medium Risk
2892-GESUL,Two year,Mailed check,18,19.35,309.25,No,0,0,0.015398062,13-24 months,Low Risk
9741-YLNTD,Month-to-month,Bank transfer (automatic),6,87.95,522.35,No,0,1,0.6863178,0-12 months,Medium Risk
1205-WNWPJ,Month-to-month,Mailed check,7,59.5,415.95,Yes,1,0,0.29129612,0-12 months,Low Risk
3173-NVMPX,Month-to-month,Mailed check,9,55.3,501.2,No,0,0,0.29975384,0-12 months,Low Risk
9661-MHUMO,Month-to-month,Credit card (automatic),1,49.25,49.25,Yes,1,1,0.4686881,0-12 months,Medium Risk
6000-APYLU,Month-to-month,Electronic check,9,80.8,713.1,Yes,1,1,0.6525573,0-12 months,Medium Risk
0048-PIHNL,One year,Bank transfer (automatic),49,20.45,900.9,No,0,0,0.034736488,49+ months,Low Risk
9420-LOJKX,Month-to-month,Credit card (automatic),15,99.1,1426.4,Yes,1,1,0.5171289,13-24 months,Medium Risk
7061-OVMIM,One year,Bank transfer (automatic),30,19.55,608.5,No,0,0,0.034022518,25-48 months,Low Risk
5671-RQRLP,Two year,Credit card (automatic),70,75.65,5411.4,No,0,0,0.06677859,49+ months,Low Risk
5129-JLPIS,Month-to-month,Electronic check,25,105.5,2686.05,No,0,1,0.544762,25-48 months,Medium Risk
5170-PTRKA,One year,Credit card (automatic),49,35.8,1782.0,No,0,0,0.04151235,49+ months,Low Risk
4819-HJPIW,Month-to-month,Mailed check,18,25.15,476.8,No,0,0,0.20924523,13-24 months,Low Risk
8780-RSYYU,Month-to-month,Credit card (automatic),25,19.2,532.1,No,0,0,0.08913237,25-48 months,Low Risk
2335-GSODA,Two year,Mailed check,23,40.1,857.75,No,0,0,0.02496261,13-24 months,Low Risk
5696-CEIQJ,Two year,Bank transfer (automatic),67,103.15,6895.5,No,0,0,0.0672003,49+ months,Low Risk
6169-PPETC,Two year,Bank transfer (automatic),35,20.5,759.35,No,0,0,0.015208662,25-48 months,Low Risk
4237-RLAQD,Month-to-month,Mailed check,1,45.85,45.85,Yes,1,1,0.5886122,0-12 months,Medium Risk
7359-WWYJV,Two year,Credit card (automatic),72,114.45,8375.05,No,0,0,0.039903395,49+ months,Low Risk
8620-RJPZN,Month-to-month,Electronic check,1,20.7,20.7,No,0,0,0.31395584,0-12 months,Medium Risk
7426-WEIJX,Month-to-month,Electronic check,60,80.95,4859.1,No,0,0,0.2154221,49+ months,Low Risk
7629-WIXZF,One year,Electronic check,7,59.1,369.25,No,0,0,0.12977895,0-12 months,Low Risk
2616-FLVQC,Two year,Mailed check,64,19.55,1240.15,No,0,0,0.014860975,49+ months,Low Risk
9163-GHAYE,Month-to-month,Electronic check,15,48.85,736.8,No,0,0,0.21589552,13-24 months,Low Risk
4464-JCOLN,One year,Mailed check,2,19.85,35.9,Yes,1,0,0.04699691,0-12 months,Low Risk
2971-SGAFL,Month-to-month,Electronic check,13,78.75,995.35,No,0,1,0.40913907,13-24 months,Medium Risk
4735-ASGMA,Month-to-month,Electronic check,26,98.35,2515.3,Yes,1,1,0.6729026,25-48 months,Medium Risk
5245-VDBUR,One year,Mailed check,52,35.45,1958.95,No,0,0,0.047856066,49+ months,Low Risk
1493-AMTIE,Month-to-month,Bank transfer (automatic),1,20.2,20.2,Yes,1,1,0.32145864,0-12 months,Medium Risk
1112-CUNAO,Month-to-month,Electronic check,15,89.85,1424.95,Yes,1,1,0.5551664,13-24 months,Medium Risk
7571-YXDAD,Month-to-month,Credit card (automatic),2,74.9,147.15,Yes,1,1,0.5825571,0-12 months,Medium Risk
8714-EUHJO,Month-to-month,Electronic check,31,91.15,2995.45,Yes,1,1,0.46403286,25-48 months,Medium Risk
9040-KZVWO,One year,Bank transfer (automatic),26,75.5,2018.1,No,0,0,0.07581625,25-48 months,Low Risk
6713-OKOMC,Month-to-month,Mailed check,10,29.75,301.9,No,0,0,0.20348552,0-12 months,Low Risk
8749-CLJXC,Month-to-month,Mailed check,1,20.05,20.05,No,0,0,0.3058963,0-12 months,Medium Risk
4713-LZDRV,Month-to-month,Electronic check,2,79.6,195.05,Yes,1,1,0.73667747,0-12 months,High Risk
6598-RFFVI,One year,Credit card (automatic),2,19.3,28.3,Yes,1,0,0.0410151,0-12 months,Low Risk
7470-MCQTK,Month-to-month,Bank transfer (automatic),13,48.75,633.4,Yes,1,1,0.38049525,13-24 months,Medium Risk
5524-KHNJP,One year,Credit card (automatic),33,74.75,2453.3,No,0,0,0.0748408,25-48 months,Low Risk
1707-HABPF,One year,Bank transfer (automatic),46,91.3,4126.35,No,0,0,0.09641668,25-48 months,Low Risk
4581-LNWUM,Month-to-month,Electronic check,13,49.15,649.4,No,0,1,0.41374928,13-24 months,Medium Risk
9710-ZUSHQ,Month-to-month,Bank transfer (automatic),37,106.75,4056.75,Yes,1,1,0.3594644,25-48 months,Medium Risk
1697-LYYYX,One year,Credit card (automatic),61,19.1,1143.8,No,0,0,0.02899391,49+ months,Low Risk
4013-GUXND,Month-to-month,Mailed check,1,20.8,20.8,No,0,0,0.29403707,0-12 months,Low Risk
5022-JNQEQ,Month-to-month,Electronic check,9,75.85,647.5,No,0,1,0.5457382,0-12 months,Medium Risk
4983-CCWMC,Month-to-month,Mailed check,3,69.6,207.4,No,0,1,0.5998209,0-12 months,Medium Risk
6345-FZOQH,Two year,Mailed check,69,19.9,1363.45,No,0,0,0.014860975,49+ months,Low Risk
0962-CQPWQ,Two year,Bank transfer (automatic),62,20.3,1296.15,No,0,0,0.013975844,49+ months,Low Risk
5495-GPSRW,Two year,Mailed check,20,19.7,419.4,No,0,0,0.016878556,13-24 months,Low Risk
2252-JHJGE,One year,Electronic check,61,104.0,6363.45,No,0,0,0.25178733,49+ months,Low Risk
7356-AYNJP,One year,Electronic check,4,23.9,97.5,No,0,0,0.068827204,0-12 months,Low Risk
2019-HDCZY,Two year,Electronic check,63,102.6,6296.75,No,0,0,0.21673188,49+ months,Low Risk
8582-KRHPJ,Month-to-month,Mailed check,50,35.0,1782.4,No,0,0,0.13808887,49+ months,Low Risk
2867-UIMSS,Month-to-month,Electronic check,1,80.5,80.5,Yes,1,1,0.7665825,0-12 months,High Risk
3487-EARAT,One year,Credit card (automatic),70,74.1,5222.3,No,0,0,0.05761517,49+ months,Low Risk
9926-PJHDQ,Two year,Bank transfer (automatic),72,76.8,5468.45,No,0,0,0.062190626,49+ months,Low Risk
0289-IVARM,Month-to-month,Electronic check,35,60.55,1982.6,No,0,0,0.13426885,25-48 months,Low Risk
4672-FOTSD,Month-to-month,Electronic check,12,67.25,832.3,No,0,0,0.19085492,0-12 months,Low Risk
6198-PNNSZ,One year,Bank transfer (automatic),56,109.8,6109.65,No,0,0,0.19595961,49+ months,Low Risk
7603-USHJS,Month-to-month,Credit card (automatic),12,73.75,871.4,Yes,1,1,0.4918812,0-12 months,Medium Risk
6784-XYJAE,One year,Electronic check,36,55.8,1941.5,No,0,0,0.12141899,25-48 months,Low Risk
3858-XHYJO,One year,Bank transfer (automatic),40,105.75,4228.55,No,0,0,0.2482302,25-48 months,Low Risk
1087-UDSIH,Month-to-month,Mailed check,3,19.6,59.75,Yes,1,0,0.1839666,0-12 months,Low Risk
7251-LJBQN,One year,Credit card (automatic),40,103.75,4188.4,No,0,0,0.31774396,25-48 months,Medium Risk
3200-MNQTF,Two year,Credit card (automatic),67,70.9,4677.1,No,0,0,0.019463718,49+ months,Low Risk
9359-UGBTK,One year,Bank transfer (automatic),67,72.35,4991.5,No,0,0,0.05754287,49+ months,Low Risk
8160-HOWOX,Month-to-month,Electronic check,7,66.85,458.1,No,0,1,0.43842804,0-12 months,Medium Risk
0258-NOKBL,Month-to-month,Electronic check,3,90.4,268.45,No,0,1,0.6233967,0-12 months,Medium Risk
2800-QQUSO,Month-to-month,Electronic check,42,100.3,4222.95,No,0,1,0.5298399,25-48 months,Medium Risk
2129-ALKBS,Month-to-month,Electronic check,40,26.2,1077.5,No,0,0,0.10378299,25-48 months,Low Risk
9972-VAFJJ,One year,Electronic check,53,94.0,4871.45,No,0,0,0.133569,49+ months,Low Risk
4693-VWVBO,Month-to-month,Electronic check,3,19.55,61.05,No,0,0,0.16864225,0-12 months,Low Risk
6969-MVBAI,Month-to-month,Electronic check,9,90.1,816.8,No,0,1,0.77449906,0-12 months,High Risk
4821-WQOYN,Two year,Credit card (automatic),72,20.1,1326.25,No,0,0,0.009202968,49+ months,Low Risk
6769-DYBQN,Month-to-month,Electronic check,46,85.0,3969.4,Yes,1,0,0.28181508,25-48 months,Low Risk
4018-PPNDW,Two year,Mailed check,61,24.1,1551.6,No,0,0,0.014235674,49+ months,Low Risk
6288-CHQJB,Two year,Bank transfer (automatic),54,69.95,3871.85,No,0,0,0.020264463,49+ months,Low Risk
4905-JEFDW,One year,Electronic check,11,41.6,470.6,Yes,1,0,0.27312237,0-12 months,Low Risk
0559-CKHUS,Two year,Mailed check,29,19.55,521.8,No,0,0,0.01620272,25-48 months,Low Risk
2659-VXMWZ,One year,Electronic check,67,111.3,7482.1,Yes,1,0,0.20897874,49+ months,Low Risk
6559-RAKOZ,One year,Electronic check,49,97.95,4917.9,No,0,0,0.23756386,49+ months,Low Risk
8809-XKHMD,Two year,Bank transfer (automatic),72,100.55,7325.1,No,0,0,0.024108537,49+ months,Low Risk
6365-HITVU,Two year,Credit card (automatic),71,87.25,6328.7,No,0,0,0.014177317,49+ months,Low Risk
0134-XWXCE,One year,Bank transfer (automatic),44,74.85,3268.05,No,0,0,0.109688096,25-48 months,Low Risk
9720-JJJOR,One year,Bank transfer (automatic),41,60.3,2511.3,No,0,0,0.054562293,25-48 months,Low Risk
2782-LFZVW,Month-to-month,Mailed check,11,58.95,601.6,No,0,0,0.31639692,0-12 months,Medium Risk
6112-KTHFQ,Month-to-month,Mailed check,13,19.3,279.3,No,0,0,0.1171393,13-24 months,Low Risk
9220-ZNKJI,Two year,Credit card (automatic),55,88.8,4805.3,No,0,0,0.04083615,49+ months,Low Risk
9820-RMCQV,Month-to-month,Credit card (automatic),11,48.55,501.0,Yes,1,0,0.16253366,0-12 months,Low Risk
9013-AQORL,Month-to-month,Credit card (automatic),48,45.55,2108.35,No,0,0,0.17373203,25-48 months,Low Risk
2040-OBMLJ,One year,Credit card (automatic),31,81.7,2548.65,No,0,0,0.08695203,25-48 months,Low Risk
5574-NXZIU,Two year,Credit card (automatic),63,109.2,7049.75,No,0,0,0.08774577,49+ months,Low Risk
5446-DKWYW,One year,Electronic check,61,65.2,3965.05,No,0,0,0.13754627,49+ months,Low Risk
0480-KYJVA,Two year,Credit card (automatic),72,24.25,1784.5,No,0,0,0.009885151,49+ months,Low Risk
1074-AMIOH,Month-to-month,Bank transfer (automatic),53,108.25,5935.1,No,0,1,0.34191033,49+ months,Medium Risk
0015-UOCOJ,Month-to-month,Electronic check,7,48.2,340.35,No,0,1,0.33130756,0-12 months,Medium Risk
0256-LTHVJ,Month-to-month,Electronic check,28,81.05,2227.1,Yes,1,1,0.42596418,25-48 months,Medium Risk
4547-LYTDD,Month-to-month,Electronic check,16,72.65,1194.3,Yes,1,1,0.45165578,13-24 months,Medium Risk
1077-HUUJM,Month-to-month,Electronic check,7,71.05,472.65,No,0,1,0.62156564,0-12 months,Medium Risk
2041-JIJCI,Month-to-month,Electronic check,5,64.0,370.25,No,0,1,0.52197653,0-12 months,Medium Risk
1555-HAPSU,Two year,Credit card (automatic),71,23.9,1663.5,No,0,0,0.011233989,49+ months,Low Risk
4323-SADQS,Month-to-month,Electronic check,7,34.5,279.25,Yes,1,0,0.26310623,0-12 months,Low Risk
