customerID,Contract,PaymentMethod,tenure,MonthlyCharges,TotalCharges,Churn,actual_churn,predicted_churn,churn_probability,tenure_group,risk_segment
4115-NZRKS,Month-to-month,Electronic check,7,89.15,574.35,No,0,1,0.7116365980509317,0-12 months,High Risk
5514-YQENT,Two year,Electronic check,41,111.15,4507.15,No,0,0,0.1060634023669379,25-48 months,Low Risk
6319-IEJWJ,Month-to-month,Electronic check,20,90.2,1776.55,Yes,1,1,0.5634727407032816,13-24 months,Medium Risk
8849-AYPTR,Month-to-month,Electronic check,33,91.25,2964.05,No,0,1,0.4370363566091363,25-48 months,Medium Risk
5893-PYOLZ,Two year,Credit card (automatic),56,81.8,4534.45,No,0,0,0.040824685329368934,49+ months,Low Risk
7180-PISOG,Month-to-month,Electronic check,1,74.5,74.5,Yes,1,1,0.8278843171846912,0-12 months,High Risk
8443-ZRDBZ,Month-to-month,Electronic check,4,76.05,318.9,Yes,1,1,0.7167943073494005,0-12 months,High Risk
9079-YEXQJ,Month-to-month,Electronic check,54,111.1,6014.85,Yes,1,1,0.3557288999448272,49+ months,Medium Risk
3780-YVMFA,Month-to-month,Electronic check,8,68.55,564.35,No,0,1,0.3575959698970739,0-12 months,Medium Risk
6968-MHOMU,One year,Credit card (automatic),58,45.0,2689.35,No,0,0,0.10240552994738727,49+ months,Low Risk
0899-LIIBW,Month-to-month,Electronic check,34,100.85,3527.3,No,0,1,0.5370388856279914,25-48 months,Medium Risk
3677-IYRBF,Month-to-month,Electronic check,2,30.4,78.65,Yes,1,1,0.6475033062813006,0-12 months,Medium Risk
8393-DLHGA,Month-to-month,Electronic check,25,95.9,2448.75,Yes,1,1,0.5042070375117216,25-48 months,Medium Risk
7691-XVTZH,Two year,Bank transfer (automatic),68,89.95,5974.3,No,0,0,0.13117106933122688,49+ months,Low Risk
5360-LJCNJ,Two year,Bank transfer (automatic),71,105.15,7555.0,No,0,0,0.14798255116346384,49+ months,Low Risk
3891-PUQOD,Month-to-month,Electronic check,1,59.2,59.2,Yes,1,1,0.5727451039995224,0-12 months,Medium Risk
0952-KMEEH,Month-to-month,Mailed check,13,98.15,1230.25,Yes,1,1,0.504977463291796,13-24 months,Medium Risk
4919-IKATY,Month-to-month,Electronic check,5,84.5,453.75,Yes,1,1,0.5975211625525871,0-12 months,Medium Risk
9746-UGFAC,One year,Bank transfer (automatic),22,20.85,450.65,No,0,0,0.02759833945334047,13-24 months,Low Risk
9108-EQPNQ,Two year,Credit card (automatic),10,26.1,225.55,No,0,0,0.02459004130984151,0-12 months,Low Risk
0531-ZZJWQ,Month-to-month,Electronic check,55,74.0,4052.4,No,0,1,0.4482067398525024,49+ months,Medium Risk
8763-KIAFH,One year,Mailed check,27,20.55,583.3,No,0,0,0.028455857231322327,25-48 months,Low Risk
5863-OOKCL,Month-to-month,Mailed check,10,18.85,163.2,No,0,0,0.11233769941198472,0-12 months,Low Risk
2958-NHPPS,Month-to-month,Electronic check,23,20.85,473.9,No,0,0,0.10641146909126142,13-24 months,Low Risk
9530-GRMJG,Two year,Electronic check,70,84.1,5979.7,No,0,0,0.06179171696572771,49+ months,Low Risk
1809-DMJHQ,Month-to-month,Mailed check,5,46.0,221.7,Yes,1,1,0.3140229499493064,0-12 months,Medium Risk
0164-XAIRP,Two year,Bank transfer (automatic),24,19.55,470.2,No,0,0,0.01978816745757492,13-24 months,Low Risk
2926-JEJJC,One year,Bank transfer (automatic),8,20.2,140.95,No,0,0,0.044861162508459645,0-12 months,Low Risk
1169-WCVAK,Month-to-month,Credit card (automatic),19,88.8,1672.35,No,0,0,0.2621954834987489,13-24 months,Low Risk
1217-VASWC,One year,Bank transfer (automatic),43,100.55,4304.0,No,0,0,0.22717086195788982,25-48 months,Low Risk
2452-KDRRH,Month-to-month,Credit card (automatic),67,101.4,6841.05,No,0,1,0.4574710446270932,49+ months,Medium Risk
6402-EJMWF,Month-to-month,Mailed check,4,55.3,238.5,No,0,1,0.3998689046059921,0-12 months,Medium Risk
7663-CUXZB,Two year,Electronic check,59,113.75,6561.25,No,0,0,0.09036439543185991,49+ months,Low Risk
4312-KFRXN,Two year,Mailed check,72,25.4,1710.9,No,0,0,0.012768275257775002,49+ months,Low Risk
3011-WQKSZ,Month-to-month,Electronic check,19,20.0,377.55,No,0,0,0.13486078473557728,13-24 months,Low Risk
9747-DDZOS,Month-to-month,Bank transfer (automatic),1,73.5,73.5,Yes,1,1,0.6750729693266281,0-12 months,Medium Risk
2091-MJTFX,Month-to-month,Credit card (automatic),30,51.2,1561.5,Yes,1,0,0.14378155154979308,25-48 months,Low Risk
0388-EOPEX,Month-to-month,Electronic check,2,74.4,139.4,Yes,1,1,0.6007979523078345,0-12 months,Medium Risk
3161-ONRWK,One year,Bank transfer (automatic),60,65.85,3928.3,No,0,0,0.025881504028979176,49+ months,Low Risk
2587-EKXTS,Month-to-month,Electronic check,44,111.5,4915.15,No,0,1,0.4269512079203206,25-48 months,Medium Risk
9752-ZNQUT,Month-to-month,Electronic check,1,48.6,48.6,No,0,1,0.5964295797416286,0-12 months,Medium Risk
9572-WUKSB,Month-to-month,Electronic check,3,29.9,92.25,No,0,1,0.48190735785825806,0-12 months,Medium Risk
3836-FZSDJ,Two year,Bank transfer (automatic),71,24.85,1901.0,No,0,0,0.013925413764675735,49+ months,Low Risk
8805-JNRAZ,Month-to-month,Mailed check,2,49.2,103.7,No,0,1,0.3524646141489602,0-12 months,Medium Risk
3069-SSVSN,One year,Mailed check,1,25.85,25.85,No,0,0,0.24316795054587634,0-12 months,Low Risk
8015-IHCGW,Two year,Electronic check,72,115.5,8425.15,No,0,0,0.093854212927503,49+ months,Low Risk
8132-YPVBX,Month-to-month,Mailed check,6,85.95,514.6,No,0,1,0.5784247830634685,0-12 months,Medium Risk
0235-KGSLC,Month-to-month,Credit card (automatic),1,85.55,85.55,Yes,1,1,0.7745807085380836,0-12 months,High Risk
1302-UHBDD,Month-to-month,Electronic check,20,89.95,1648.45,No,0,1,0.512394070165337,13-24 months,Medium Risk
3722-WPXTK,Month-to-month,Electronic check,1,88.35,88.35,Yes,1,1,0.843206314598552,0-12 months,High Risk
7531-GQHME,Month-to-month,Credit card (automatic),12,20.05,265.45,No,0,0,0.10352244201383398,0-12 months,Low Risk
1335-NTIUC,Month-to-month,Electronic check,9,24.95,190.25,No,0,1,0.5007777772940526,0-12 months,Medium Risk
9367-TCUYN,Month-to-month,Mailed check,12,20.1,223.6,No,0,0,0.10495982679768703,0-12 months,Low Risk
1536-HBSWP,Month-to-month,Electronic check,1,49.9,49.9,No,0,1,0.5218823823709358,0-12 months,Medium Risk
8573-JGCZW,One year,Bank transfer (automatic),17,19.65,351.55,No,0,0,0.03795564618631753,13-24 months,Low Risk
2694-CIUMO,Month-to-month,Credit card (automatic),12,79.55,958.25,No,0,1,0.44572183919509595,0-12 months,Medium Risk
2027-FECZV,Month-to-month,Electronic check,12,106.7,1253.9,Yes,1,1,0.7084183228367336,0-12 months,High Risk
9103-TCIHJ,Month-to-month,Mailed check,15,55.7,899.8,Yes,1,0,0.21473245451237688,13-24 months,Low Risk
1545-JFUML,Two year,Electronic check,71,99.0,6994.6,No,0,0,0.12310981550802631,49+ months,Low Risk
0524-IAVZO,Month-to-month,Electronic check,30,85.0,2624.25,Yes,1,1,0.5418125259571015,25-48 months,Medium Risk
5519-TEEUH,One year,Mailed check,33,20.15,682.15,No,0,0,0.026913577016406204,25-48 months,Low Risk
6654-QGBZZ,Month-to-month,Mailed check,1,19.9,19.9,No,0,0,0.2731099298143146,0-12 months,Low Risk
2294-DMMUS,Month-to-month,Credit card (automatic),62,70.45,4300.45,No,0,0,0.20144540874593866,49+ months,Low Risk
0017-IUDMW,Two year,Credit card (automatic),72,116.8,8456.75,No,0,0,0.06408849121711543,49+ months,Low Risk
5018-LXQQG,Month-to-month,Bank transfer (automatic),30,66.3,1923.5,No,0,0,0.08357053852701361,25-48 months,Low Risk
5808-TOTXO,One year,Credit card (automatic),3,20.55,57.4,No,0,0,0.056352405125918624,0-12 months,Low Risk
1174-FGIFN,One year,Electronic check,28,90.45,2509.25,No,0,0,0.25838474489127033,25-48 months,Low Risk
0730-KOAVE,Month-to-month,Credit card (automatic),30,94.3,2679.7,No,0,1,0.3164799609290349,25-48 months,Medium Risk
1218-VKFPE,Month-to-month,Mailed check,12,19.0,233.55,Yes,1,0,0.10098310231050601,0-12 months,Low Risk
5313-FPXWG,One year,Bank transfer (automatic),51,24.6,1266.4,No,0,0,0.026891571408478636,49+ months,Low Risk
2834-JKOOW,One year,Mailed check,15,45.9,693.45,No,0,0,0.044047964790129325,13-24 months,Low Risk
9430-NKQLY,Two year,Credit card (automatic),72,25.1,1790.8,No,0,0,0.014520937194597565,49+ months,Low Risk
0363-QJVFX,Month-to-month,Credit card (automatic),32,108.15,3432.9,Yes,1,0,0.2743357489037569,25-48 months,Low Risk
1658-TJVOA,Month-to-month,Electronic check,6,74.1,450.9,No,0,1,0.5537098832872236,0-12 months,Medium Risk
6685-GBWJZ,One year,Credit card (automatic),63,70.8,4448.8,No,0,0,0.026288927466350573,49+ months,Low Risk
6328-ZPBGN,Month-to-month,Bank transfer (automatic),11,95.15,997.65,Yes,1,1,0.6630623387793793,0-12 months,Medium Risk
4003-FUSHP,Month-to-month,Credit card (automatic),19,61.55,1093.2,No,0,0,0.19205377721840772,13-24 months,Low Risk
7690-KPNCU,One year,Credit card (automatic),64,73.05,4688.65,No,0,0,0.054923062778272455,49+ months,Low Risk
2969-WGHQO,One year,Electronic check,7,69.45,477.05,No,0,0,0.10421099314691841,0-12 months,Low Risk
1855-CFULU,Month-to-month,Mailed check,4,20.05,91.45,No,0,0,0.16407135069565806,0-12 months,Low Risk
9788-YTFGE,Month-to-month,Mailed check,7,19.95,147.5,No,0,0,0.14693750975334346,0-12 months,Low Risk
8266-VBFQL,Month-to-month,Electronic check,4,90.4,356.65,No,0,1,0.644823656231054,0-12 months,Medium Risk
2325-NBPZG,Month-to-month,Electronic check,3,74.55,233.65,No,0,1,0.5726781782411235,0-12 months,Medium Risk
9906-NHHVC,Two year,Bank transfer (automatic),65,53.5,3517.9,No,0,0,0.06177997117720543,49+ months,Low Risk
2541-YGPKE,One year,Credit card (automatic),42,63.7,2763.35,No,0,0,0.03041466458359876,25-48 months,Low Risk
5049-MUBWG,One year,Bank transfer (automatic),26,75.0,1908.35,No,0,0,0.044364577488057236,25-48 months,Low Risk
2332-TODQS,One year,Credit card (automatic),48,25.05,1171.5,No,0,0,0.023693522699912362,25-48 months,Low Risk
4419-UJMUS,Two year,Electronic check,69,99.35,6856.45,No,0,0,0.18633533127985033,49+ months,Low Risk
2233-TXSIU,One year,Credit card (automatic),17,44.45,792.15,No,0,0,0.07072181638498604,13-24 months,Low Risk
6770-XUAGN,Month-to-month,Electronic check,1,21.0,21.0,Yes,1,1,0.3656377849218254,0-12 months,Medium Risk
2919-HBCJO,Month-to-month,Bank transfer (automatic),4,76.65,333.6,Yes,1,1,0.5535879727506485,0-12 months,Medium Risk
9508-ILZDG,Month-to-month,Electronic check,34,96.35,3190.25,No,0,1,0.43083397807580043,25-48 months,Medium Risk
5442-BHQNG,Month-to-month,Electronic check,2,70.35,139.25,No,0,1,0.6374849625944027,0-12 months,Medium Risk
7250-EQKIY,Month-to-month,Mailed check,1,50.45,50.45,Yes,1,1,0.4639819217700134,0-12 months,Medium Risk
6838-HVLXG,Month-to-month,Mailed check,12,20.3,246.7,No,0,0,0.10495982679768703,0-12 months,Low Risk
9767-FFLEM,Month-to-month,Credit card (automatic),38,69.5,2625.25,No,0,1,0.32052949083636045,25-48 months,Medium Risk
2245-ADZFJ,Two year,Bank transfer (automatic),31,80.55,2471.6,No,0,0,0.042707797451399396,25-48 months,Low Risk
1150-WFARN,Two year,Credit card (automatic),67,108.75,7156.2,Yes,1,0,0.08348429971436161,49+ months,Low Risk
9054-FOWNV,Month-to-month,Electronic check,22,88.75,1885.15,No,0,1,0.5751905819687763,13-24 months,Medium Risk
7997-EASSD,One year,Credit card (automatic),63,81.2,4965.1,No,0,0,0.12080369526376576,49+ months,Low Risk
7560-QJAVJ,Two year,Bank transfer (automatic),70,79.6,5589.45,No,0,0,0.02162432528077705,49+ months,Low Risk
2668-TZSPS,Month-to-month,Mailed check,1,20.45,20.45,No,0,0,0.2688545658591876,0-12 months,Low Risk
9139-WQQDY,One year,Mailed check,49,100.45,4941.8,Yes,1,0,0.17756681255178086,49+ months,Low Risk
6726-NNFWD,Two year,Credit card (automatic),71,89.45,6435.25,No,0,0,0.08050085568234355,49+ months,Low Risk
9330-DHBFL,One year,Mailed check,23,66.25,1533.8,No,0,0,0.037013971204850026,13-24 months,Low Risk
5727-MYATE,Two year,Credit card (automatic),72,90.8,6397.6,No,0,0,0.023890664295725225,49+ months,Low Risk
2824-DXNKN,Two year,Bank transfer (automatic),72,71.45,5025.85,No,0,0,0.035375915051306196,49+ months,Low Risk
6166-ILMNY,Month-to-month,Bank transfer (automatic),2,69.75,144.55,Yes,1,1,0.5460053965515391,0-12 months,Medium Risk
5236-XMZJY,Month-to-month,Bank transfer (automatic),42,59.65,2536.55,No,0,0,0.101323079153,25-48 months,Low Risk
1709-EJDOX,Two year,Mailed check,47,19.75,948.9,No,0,0,0.0134784088961376,25-48 months,Low Risk
4962-CHQPW,One year,Mailed check,29,19.85,535.05,No,0,0,0.02328372939677765,25-48 months,Low Risk
0301-FIDRB,Two year,Bank transfer (automatic),72,63.8,4684.3,No,0,0,0.01860626060773624,49+ months,Low Risk
1820-TQVEV,Month-to-month,Electronic check,1,69.55,69.55,Yes,1,1,0.7869610235751198,0-12 months,High Risk
9115-YQHGA,Month-to-month,Electronic check,40,51.1,2092.9,No,0,0,0.19633446214572584,25-48 months,Low Risk
1541-ETJZO,Month-to-month,Mailed check,1,62.05,62.05,Yes,1,1,0.4026387139737798,0-12 months,Medium Risk
6230-BSUXY,Month-to-month,Electronic check,1,85.0,85.0,Yes,1,1,0.8366861117089252,0-12 months,High Risk
6797-LNAQX,Two year,Bank transfer (automatic),70,98.3,6859.5,Yes,1,0,0.10606968758776264,49+ months,Low Risk
9588-YRFHY,Two year,Credit card (automatic),49,19.9,1022.6,No,0,0,0.01698887059932057,49+ months,Low Risk
1092-GANHU,Month-to-month,Electronic check,17,76.65,1313.55,Yes,1,1,0.54133319259492,13-24 months,Medium Risk
5951-AOFIH,Month-to-month,Credit card (automatic),33,66.4,2245.4,No,0,0,0.1846841665618119,25-48 months,Low Risk
7029-RPUAV,Month-to-month,Credit card (automatic),17,100.45,1622.45,Yes,1,1,0.641416029412337,13-24 months,Medium Risk
4700-UBQMV,One year,Bank transfer (automatic),21,75.9,1549.75,No,0,0,0.09244766197758407,13-24 months,Low Risk
3594-UVONA,One year,Credit card (automatic),35,85.95,3110.1,Yes,1,0,0.05543235840510929,25-48 months,Low Risk
7750-EYXWZ,One year,Electronic check,12,60.65,743.3,No,0,0,0.1201819560037645,0-12 months,Low Risk
7054-ENNGU,Month-to-month,Mailed check,9,50.85,466.6,No,0,0,0.24178650225329484,0-12 months,Low Risk
0402-OAMEN,Two year,Bank transfer (automatic),72,24.45,1709.1,No,0,0,0.012163431626632686,49+ months,Low Risk
2195-VVRJF,Month-to-month,Credit card (automatic),18,59.1,1011.05,No,0,0,0.2151777658205056,13-24 months,Low Risk
8819-ZBYNA,Two year,Credit card (automatic),58,109.1,6393.65,No,0,0,0.07628981591136264,49+ months,Low Risk
7748-UMTRK,Month-to-month,Electronic check,30,101.3,2974.5,No,0,1,0.5454306750187593,25-48 months,Medium Risk
1741-WTPON,Two year,Mailed check,56,115.85,6567.9,No,0,0,0.060365967951703445,49+ months,Low Risk
7209-JCUDS,Month-to-month,Electronic check,10,94.9,1048.85,Yes,1,1,0.6981216062479231,0-12 months,Medium Risk
2485-ITVKB,Month-to-month,Electronic check,2,35.1,68.75,Yes,1,1,0.6429962815404867,0-12 months,Medium Risk
9648-BCHKM,Two year,Credit card (automatic),18,24.65,471.35,No,0,0,0.02531840204714192,13-24 months,Low Risk
0743-HRVFF,One year,Electronic check,51,56.15,2898.95,No,0,0,0.10615513282604537,49+ months,Low Risk
2522-AHJXR,Month-to-month,Bank transfer (automatic),60,109.45,6572.85,No,0,0,0.26406302646892277,49+ months,Low Risk
9143-CANJF,Month-to-month,Electronic check,24,55.15,1319.85,No,0,0,0.127652989843523,13-24 months,Low Risk
1444-VVSGW,One year,Credit card (automatic),70,115.65,7968.85,Yes,1,0,0.08699842115275916,49+ months,Low Risk
6898-MDLZW,Month-to-month,Mailed check,12,53.75,648.65,No,0,0,0.1937453283955702,0-12 months,Low Risk
0074-HDKDG,One year,Bank transfer (automatic),25,61.6,1611.0,No,0,0,0.052814395045648936,25-48 months,Low Risk
3982-JGSFD,One year,Credit card (automatic),36,20.35,695.85,No,0,0,0.027694234679851992,25-48 months,Low Risk
7928-VJYAB,Month-to-month,Electronic check,11,90.6,1020.2,No,0,1,0.5805924902517743,0-12 months,Medium Risk
1522-VVDMG,Month-to-month,Electronic check,7,89.75,608.8,Yes,1,1,0.5543703889212376,0-12 months,Medium Risk
2665-NPTGL,Month-to-month,Bank transfer (automatic),26,98.1,2510.7,No,0,1,0.562203331519402,25-48 months,Medium Risk
8728-SKJLR,Month-to-month,Electronic check,41,74.25,3089.1,No,0,1,0.3519152598043678,25-48 months,Medium Risk
7733-UDMTP,Month-to-month,Electronic check,57,55.0,3094.05,No,0,0,0.2826155732439889,49+ months,Low Risk
0431-APWVY,One year,Bank transfer (automatic),28,90.1,2598.95,Yes,1,0,0.2193711745650102,25-48 months,Low Risk
5081-NWSUP,One year,Mailed check,10,64.9,685.55,No,0,0,0.07329845774204773,0-12 months,Low Risk
2746-DIJLO,One year,Credit card (automatic),41,56.3,2364.0,No,0,0,0.08697444613161208,25-48 months,Low Risk
7277-OZCGZ,Month-to-month,Electronic check,22,89.05,1886.25,No,0,1,0.35513167178297295,13-24 months,Medium Risk
5236-PERKL,Two year,Bank transfer (automatic),57,112.95,6465.0,Yes,1,0,0.1045655972640871,49+ months,Low Risk
2788-CJQAQ,One year,Mailed check,13,19.45,270.2,No,0,0,0.03408074195470464,13-24 months,Low Risk
3096-WPXBT,One year,Credit card (automatic),61,100.7,6018.65,No,0,0,0.12860412390065495,49+ months,Low Risk
9962-BFPDU,Month-to-month,Mailed check,1,20.05,20.05,No,0,0,0.26535002983620437,0-12 months,Low Risk
2892-GESUL,Two year,Mailed check,18,19.35,309.25,No,0,0,0.01877825605172596,13-24 months,Low Risk
9741-YLNTD,Month-to-month,Bank transfer (automatic),6,87.95,522.35,No,0,1,0.580874325160875,0-12 months,Medium Risk
1205-WNWPJ,Month-to-month,Mailed check,7,59.5,415.95,Yes,1,0,0.26249771209289463,0-12 months,Low Risk
3173-NVMPX,Month-to-month,Mailed check,9,55.3,501.2,No,0,1,0.30832533460315764,0-12 months,Medium Risk
9661-MHUMO,Month-to-month,Credit card (automatic),1,49.25,49.25,Yes,1,1,0.441912902704044,0-12 months,Medium Risk
6000-APYLU,Month-to-month,Electronic check,9,80.8,713.1,Yes,1,1,0.6424314649506799,0-12 months,Medium Risk
0048-PIHNL,One year,Bank transfer (automatic),49,20.45,900.9,No,0,0,0.0218741739762566,49+ months,Low Risk
9420-LOJKX,Month-to-month,Credit card (automatic),15,99.1,1426.4,Yes,1,1,0.4645806228256389,13-24 months,Medium Risk
7061-OVMIM,One year,Bank transfer (automatic),30,19.55,608.5,No,0,0,0.023263336229272166,25-48 months,Low Risk
5671-RQRLP,Two year,Credit card (automatic),70,75.65,5411.4,No,0,0,0.11477623480952748,49+ months,Low Risk
5129-JLPIS,Month-to-month,Electronic check,25,105.5,2686.05,No,0,1,0.4318346727447402,25-48 months,Medium Risk
5170-PTRKA,One year,Credit card (automatic),49,35.8,1782.0,No,0,0,0.0352546608287602,49+ months,Low Risk
4819-HJPIW,Month-to-month,Mailed check,18,25.15,476.8,No,0,0,0.26641567612407757,13-24 months,Low Risk
8780-RSYYU,Month-to-month,Credit card (automatic),25,19.2,532.1,No,0,0,0.08875795870269429,25-48 months,Low Risk
2335-GSODA,Two year,Mailed check,23,40.1,857.75,No,0,0,0.026236436681963158,13-24 months,Low Risk
5696-CEIQJ,Two year,Bank transfer (automatic),67,103.15,6895.5,No,0,0,0.0758978105793178,49+ months,Low Risk
6169-PPETC,Two year,Bank transfer (automatic),35,20.5,759.35,No,0,0,0.014181570057379385,25-48 months,Low Risk
4237-RLAQD,Month-to-month,Mailed check,1,45.85,45.85,Yes,1,1,0.5341590140569501,0-12 months,Medium Risk
7359-WWYJV,Two year,Credit card (automatic),72,114.45,8375.05,No,0,0,0.057496106390586194,49+ months,Low Risk
8620-RJPZN,Month-to-month,Electronic check,1,20.7,20.7,No,0,1,0.31644610858779365,0-12 months,Medium Risk
7426-WEIJX,Month-to-month,Electronic check,60,80.95,4859.1,No,0,1,0.31716959287437313,49+ months,Medium Risk
7629-WIXZF,One year,Electronic check,7,59.1,369.25,No,0,0,0.15134833148332902,0-12 months,Low Risk
2616-FLVQC,Two year,Mailed check,64,19.55,1240.15,No,0,0,0.012526553585261259,49+ months,Low Risk
9163-GHAYE,Month-to-month,Electronic check,15,48.85,736.8,No,0,0,0.278608973465085,13-24 months,Low Risk
4464-JCOLN,One year,Mailed check,2,19.85,35.9,Yes,1,0,0.04780486330998286,0-12 months,Low Risk
2971-SGAFL,Month-to-month,Electronic check,13,78.75,995.35,No,0,1,0.3865877347960746,13-24 months,Medium Risk
4735-ASGMA,Month-to-month,Electronic check,26,98.35,2515.3,Yes,1,1,0.6488117549623071,25-48 months,Medium Risk
5245-VDBUR,One year,Mailed check,52,35.45,1958.95,No,0,0,0.04735288609980686,49+ months,Low Risk
1493-AMTIE,Month-to-month,Bank transfer (automatic),1,20.2,20.2,Yes,1,1,0.31796666034879745,0-12 months,Medium Risk
1112-CUNAO,Month-to-month,Electronic check,15,89.85,1424.95,Yes,1,1,0.5376821960065381,13-24 months,Medium Risk
7571-YXDAD,Month-to-month,Credit card (automatic),2,74.9,147.15,Yes,1,1,0.6087479645216208,0-12 months,Medium Risk
8714-EUHJO,Month-to-month,Electronic check,31,91.15,2995.45,Yes,1,1,0.4841053064076036,25-48 months,Medium Risk
9040-KZVWO,One year,Bank transfer (automatic),26,75.5,2018.1,No,0,0,0.1356594248353373,25-48 months,Low Risk
6713-OKOMC,Month-to-month,Mailed check,10,29.75,301.9,No,0,0,0.2232024596487656,0-12 months,Low Risk
8749-CLJXC,Month-to-month,Mailed check,1,20.05,20.05,No,0,0,0.2728429156955506,0-12 months,Low Risk
4713-LZDRV,Month-to-month,Electronic check,2,79.6,195.05,Yes,1,1,0.741491987485864,0-12 months,High Risk
6598-RFFVI,One year,Credit card (automatic),2,19.3,28.3,Yes,1,0,0.05129713492540993,0-12 months,Low Risk
7470-MCQTK,Month-to-month,Bank transfer (automatic),13,48.75,633.4,Yes,1,1,0.3672214584768753,13-24 months,Medium Risk
5524-KHNJP,One year,Credit card (automatic),33,74.75,2453.3,No,0,0,0.057592991203801056,25-48 months,Low Risk
1707-HABPF,One year,Bank transfer (automatic),46,91.3,4126.35,No,0,0,0.1719920105034329,25-48 months,Low Risk
4581-LNWUM,Month-to-month,Electronic check,13,49.15,649.4,No,0,1,0.4112596635647528,13-24 months,Medium Risk
9710-ZUSHQ,Month-to-month,Bank transfer (automatic),37,106.75,4056.75,Yes,1,1,0.35682251907241863,25-48 months,Medium Risk
1697-LYYYX,One year,Credit card (automatic),61,19.1,1143.8,No,0,0,0.018841274882597382,49+ months,Low Risk
4013-GUXND,Month-to-month,Mailed check,1,20.8,20.8,No,0,0,0.2688545658591876,0-12 months,Low Risk
5022-JNQEQ,Month-to-month,Electronic check,9,75.85,647.5,No,0,1,0.5259044106972033,0-12 months,Medium Risk
4983-CCWMC,Month-to-month,Mailed check,3,69.6,207.4,No,0,1,0.5837651711143502,0-12 months,Medium Risk
6345-FZOQH,Two year,Mailed check,69,19.9,1363.45,No,0,0,0.012403376628310035,49+ months,Low Risk
0962-CQPWQ,Two year,Bank transfer (automatic),62,20.3,1296.15,No,0,0,0.011843508159846881,49+ months,Low Risk
5495-GPSRW,Two year,Mailed check,20,19.7,419.4,No,0,0,0.02153844085510794,13-24 months,Low Risk
2252-JHJGE,One year,Electronic check,61,104.0,6363.45,No,0,0,0.2070798590544551,49+ months,Low Risk
7356-AYNJP,One year,Electronic check,4,23.9,97.5,No,0,0,0.06597147019659692,0-12 months,Low Risk
2019-HDCZY,Two year,Electronic check,63,102.6,6296.75,No,0,0,0.21196174609339435,49+ months,Low Risk
8582-KRHPJ,Month-to-month,Mailed check,50,35.0,1782.4,No,0,0,0.13015621134470018,49+ months,Low Risk
2867-UIMSS,Month-to-month,Electronic check,1,80.5,80.5,Yes,1,1,0.7720421143941292,0-12 months,High Risk
3487-EARAT,One year,Credit card (automatic),70,74.1,5222.3,No,0,0,0.02605197591927453,49+ months,Low Risk
9926-PJHDQ,Two year,Bank transfer (automatic),72,76.8,5468.45,No,0,0,0.06486309988620201,49+ months,Low Risk
0289-IVARM,Month-to-month,Electronic check,35,60.55,1982.6,No,0,0,0.1428879792298375,25-48 months,Low Risk
4672-FOTSD,Month-to-month,Electronic check,12,67.25,832.3,No,0,0,0.2091511884518182,0-12 months,Low Risk
6198-PNNSZ,One year,Bank transfer (automatic),56,109.8,6109.65,No,0,0,0.12318473946207754,49+ months,Low Risk
7603-USHJS,Month-to-month,Credit card (automatic),12,73.75,871.4,Yes,1,1,0.5072793211659423,0-12 months,Medium Risk
6784-XYJAE,One year,Electronic check,36,55.8,1941.5,No,0,0,0.12002266329481041,25-48 months,Low Risk
3858-XHYJO,One year,Bank transfer (automatic),40,105.75,4228.55,No,0,0,0.16401069804607485,25-48 months,Low Risk
1087-UDSIH,Month-to-month,Mailed check,3,19.6,59.75,Yes,1,0,0.19445206370953294,0-12 months,Low Risk
7251-LJBQN,One year,Credit card (automatic),40,103.75,4188.4,No,0,0,0.23072762406712835,25-48 months,Low Risk
3200-MNQTF,Two year,Credit card (automatic),67,70.9,4677.1,No,0,0,0.01850115664423527,49+ months,Low Risk
9359-UGBTK,One year,Bank transfer (automatic),67,72.35,4991.5,No,0,0,0.03626174751424062,49+ months,Low Risk
8160-HOWOX,Month-to-month,Electronic check,7,66.85,458.1,No,0,1,0.4760682637122452,0-12 months,Medium Risk
0258-NOKBL,Month-to-month,Electronic check,3,90.4,268.45,No,0,1,0.6255949133617758,0-12 months,Medium Risk
2800-QQUSO,Month-to-month,Electronic check,42,100.3,4222.95,No,0,1,0.5250418092552578,25-48 months,Medium Risk
2129-ALKBS,Month-to-month,Electronic check,40,26.2,1077.5,No,0,0,0.11503612490738083,25-48 months,Low Risk
9972-VAFJJ,One year,Electronic check,53,94.0,4871.45,No,0,0,0.18218064040340468,49+ months,Low Risk
4693-VWVBO,Month-to-month,Electronic check,3,19.55,61.05,No,0,0,0.20032132067636665,0-12 months,Low Risk
6969-MVBAI,Month-to-month,Electronic check,9,90.1,816.8,No,0,1,0.7219175077720055,0-12 months,High Risk
4821-WQOYN,Two year,Credit card (automatic),72,20.1,1326.25,No,0,0,0.013419878607269311,49+ months,Low Risk
6769-DYBQN,Month-to-month,Electronic check,46,85.0,3969.4,Yes,1,1,0.30737725166386987,25-48 months,Medium Risk
4018-PPNDW,Two year,Mailed check,61,24.1,1551.6,No,0,0,0.015551604328878357,49+ months,Low Risk
6288-CHQJB,Two year,Bank transfer (automatic),54,69.95,3871.85,No,0,0,0.019327014448404737,49+ months,Low Risk
4905-JEFDW,One year,Electronic check,11,41.6,470.6,Yes,1,0,0.2459176394223128,0-12 months,Low Risk
